ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-04-02,91.999956831724,91.99862757647921,92.00119372892686,91.999956831724,91.999956831724,-5.301048554992309e-06,-5.301048554992309e-06,-5.301048554992309e-06,-5.301048554992309e-06,-5.301048554992309e-06,-5.301048554992309e-06,0.0,0.0,0.0,91.99995153067545
2020-04-03,92.99995730158402,92.99866850089549,93.00126479153704,92.99995730158402,92.99995730158402,1.610084249364775e-05,1.610084249364775e-05,1.610084249364775e-05,1.610084249364775e-05,1.610084249364775e-05,1.610084249364775e-05,0.0,0.0,0.0,92.9999734024265
2020-04-04,93.999957771444,93.9986607695846,94.00137134060694,93.999957771444,93.999957771444,2.3448135717364017e-05,2.3448135717364017e-05,2.3448135717364017e-05,2.3448135717364017e-05,2.3448135717364017e-05,2.3448135717364017e-05,0.0,0.0,0.0,93.99998121957972
2020-04-05,94.999958241304,94.9986803289109,95.00132168086799,94.999958241304,94.999958241304,1.2960432586796883e-05,1.2960432586796883e-05,1.2960432586796883e-05,1.2960432586796883e-05,1.2960432586796883e-05,1.2960432586796883e-05,0.0,0.0,0.0,94.99997120173659
2020-04-06,95.999958711164,95.99866777646626,96.00127600893137,95.999958711164,95.999958711164,-3.6439915499800767e-06,-3.6439915499800767e-06,-3.6439915499800767e-06,-3.6439915499800767e-06,-3.6439915499800767e-06,-3.6439915499800767e-06,0.0,0.0,0.0,95.99995506717245
2020-04-07,96.99995918102401,96.99859351781544,97.0012634637122,96.99995918102401,96.99995918102401,-2.090471480402832e-05,-2.090471480402832e-05,-2.090471480402832e-05,-2.090471480402832e-05,-2.090471480402832e-05,-2.090471480402832e-05,0.0,0.0,0.0,96.99993827630921
2020-04-08,97.99995965088401,97.99861132045363,98.00126719233225,97.99995965088401,97.99995965088401,-2.265965588877307e-05,-2.265965588877307e-05,-2.265965588877307e-05,-2.265965588877307e-05,-2.265965588877307e-05,-2.265965588877307e-05,0.0,0.0,0.0,97.99993699122813
2020-04-09,98.999960120744,98.99856743806347,99.00124107211701,98.999960120744,98.999960120744,-5.301048554974178e-06,-5.301048554974178e-06,-5.301048554974178e-06,-5.301048554974178e-06,-5.301048554974178e-06,-5.301048554974178e-06,0.0,0.0,0.0,98.99995481969545
2020-04-10,99.99996059060402,99.99870710981936,100.0013346716858,99.99995627543318,99.99996367302407,1.6100842493661943e-05,1.6100842493661943e-05,1.6100842493661943e-05,1.6100842493661943e-05,1.6100842493661943e-05,1.6100842493661943e-05,0.0,0.0,0.0,99.9999766914465
2020-04-11,100.999961060464,100.9986493609217,101.00130312459864,100.99993739962206,100.99999179787662,2.3448135717360537e-05,2.3448135717360537e-05,2.3448135717360537e-05,2.3448135717360537e-05,2.3448135717360537e-05,2.3448135717360537e-05,0.0,0.0,0.0,100.99998450859972
2020-04-12,101.999961530324,101.99868954811129,102.00131080235647,101.99990243634605,102.00003409502469,1.2960432586785748e-05,1.2960432586785748e-05,1.2960432586785748e-05,1.2960432586785748e-05,1.2960432586785748e-05,1.2960432586785748e-05,0.0,0.0,0.0,101.99997449075659
2020-04-13,102.99996200018401,102.99858502210138,103.00129467752534,102.99986166414914,103.00010851606757,-3.64399154999312e-06,-3.64399154999312e-06,-3.64399154999312e-06,-3.64399154999312e-06,-3.64399154999312e-06,-3.64399154999312e-06,0.0,0.0,0.0,102.99995835619247
2020-04-14,103.99996247004401,103.99852341087472,104.00137637250597,103.99980388226982,104.0001863674524,-2.090471480403639e-05,-2.090471480403639e-05,-2.090471480403639e-05,-2.090471480403639e-05,-2.090471480403639e-05,-2.090471480403639e-05,0.0,0.0,0.0,103.99994156532921
2020-04-15,104.99996293990401,104.9986875918256,105.0012987624408,104.99974745803328,105.00027073803926,-2.2659655888767605e-05,-2.2659655888767605e-05,-2.2659655888767605e-05,-2.2659655888767605e-05,-2.2659655888767605e-05,-2.2659655888767605e-05,0.0,0.0,0.0,104.99994028024813
2020-04-16,105.99996340976399,105.99876656374104,106.00130821383462,105.9996860736088,106.00034251573389,-5.301048555051545e-06,-5.301048555051545e-06,-5.301048555051545e-06,-5.301048555051545e-06,-5.301048555051545e-06,-5.301048555051545e-06,0.0,0.0,0.0,105.99995810871543
2020-04-17,106.999963879624,106.99865105025005,107.00142907928796,106.99960408055891,107.00042736327657,1.6100842493670095e-05,1.6100842493670095e-05,1.6100842493670095e-05,1.6100842493670095e-05,1.6100842493670095e-05,1.6100842493670095e-05,0.0,0.0,0.0,106.99997998046649
2020-04-18,107.999964349484,107.99860397099,108.00156188967019,107.99951392963628,108.00051316015556,2.344813571736099e-05,2.344813571736099e-05,2.344813571736099e-05,2.344813571736099e-05,2.344813571736099e-05,2.344813571736099e-05,0.0,0.0,0.0,107.99998779761972
2020-04-19,108.999964819344,108.99854083524555,109.0015835586716,108.99941450771729,109.0006128270167,1.2960432586775138e-05,1.2960432586775138e-05,1.2960432586775138e-05,1.2960432586775138e-05,1.2960432586775138e-05,1.2960432586775138e-05,0.0,0.0,0.0,108.99997777977659
2020-04-20,109.99996528920401,109.99849686832196,110.00148358686866,109.99932020109753,110.00072707452816,-3.6439915500071797e-06,-3.6439915500071797e-06,-3.6439915500071797e-06,-3.6439915500071797e-06,-3.6439915500071797e-06,-3.6439915500071797e-06,0.0,0.0,0.0,109.99996164521247
2020-04-21,110.99996575906398,110.99835784364765,111.00163583400348,110.99921340305825,111.00083268167232,-2.0904714803997058e-05,-2.0904714803997058e-05,-2.0904714803997058e-05,-2.0904714803997058e-05,-2.0904714803997058e-05,-2.0904714803997058e-05,0.0,0.0,0.0,110.99994485434918
2020-04-22,111.999966228924,111.99838675202315,112.00170449052608,111.99909223217054,112.0009451254094,-2.2659655888758894e-05,-2.2659655888758894e-05,-2.2659655888758894e-05,-2.2659655888758894e-05,-2.2659655888758894e-05,-2.2659655888758894e-05,0.0,0.0,0.0,111.99994356926811
2020-04-23,112.99996669878401,112.99834333962683,113.00172067149694,112.99899711340399,113.00104570842994,-5.301048555033414e-06,-5.301048555033414e-06,-5.301048555033414e-06,-5.301048555033414e-06,-5.301048555033414e-06,-5.301048555033414e-06,0.0,0.0,0.0,112.99996139773545
2020-04-24,113.99996716864402,113.99813663345283,114.001796967356,113.99888589508133,114.00115767364021,1.6100842493684295e-05,1.6100842493684295e-05,1.6100842493684295e-05,1.6100842493684295e-05,1.6100842493684295e-05,1.6100842493684295e-05,0.0,0.0,0.0,113.9999832694865
